STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,trans1g,Transitions from previous generation,isced11,International Standard Classification of Education (ISCED 2011),sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,DE,Germany,2019,,57.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,DK,Denmark,2019,,57.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,,40.9,,e,estimated,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,EA18,Euro area - 18 countries (2014),2019,,40.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,EA19,Euro area - 19 countries  (2015-2022),2019,,40.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,EE,Estonia,2019,,63.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,EL,Greece,2019,,30.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,ES,Spain,2019,,29.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,,40.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,EU27_2007,European Union - 27 countries (2007-2013),2019,,41.0,,e,estimated,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,EU27_2020,European Union - 27 countries (from 2020),2019,,40.9,,e,estimated,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,FI,Finland,2019,,48.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,FR,France,2019,,37.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,HR,Croatia,2019,,37.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,HU,Hungary,2019,,44.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,IE,Ireland,2019,,35.1,,b,break in time series,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,IS,Iceland,2019,,45.8,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,IT,Italy,2019,,29.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,LT,Lithuania,2019,,50.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,LU,Luxembourg,2019,,56.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,LV,Latvia,2019,,52.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,ME,Montenegro,2019,,30.8,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,MK,North Macedonia,2019,,34.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,MT,Malta,2019,,32.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,NL,Netherlands,2019,,47.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,NO,Norway,2019,,60.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,PL,Poland,2019,,31.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,PT,Portugal,2019,,28.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,RO,Romania,2019,,26.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,RS,Serbia,2019,,47.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,SE,Sweden,2019,,63.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,SI,Slovenia,2019,,40.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),M,Males,SK,Slovakia,2019,,37.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,AL,Albania,2019,,19.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,AT,Austria,2019,,48.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,BE,Belgium,2019,,45.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,BG,Bulgaria,2019,,39.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,CH,Switzerland,2019,,50.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,CY,Cyprus,2019,,32.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,CZ,Czechia,2019,,37.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,DE,Germany,2019,,57.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,DK,Denmark,2019,,55.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,,39.3,,e,estimated,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,EA18,Euro area - 18 countries (2014),2019,,39.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,EA19,Euro area - 19 countries  (2015-2022),2019,,39.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,EE,Estonia,2019,,60.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,EL,Greece,2019,,29.8,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,ES,Spain,2019,,29.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,,38.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,EU27_2007,European Union - 27 countries (2007-2013),2019,,39.0,,e,estimated,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,EU27_2020,European Union - 27 countries (from 2020),2019,,38.9,,e,estimated,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,FI,Finland,2019,,42.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,FR,France,2019,,36.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,HR,Croatia,2019,,34.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,HU,Hungary,2019,,39.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,IE,Ireland,2019,,34.1,,b,break in time series,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,IS,Iceland,2019,,41.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,IT,Italy,2019,,26.8,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,LT,Lithuania,2019,,49.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,LU,Luxembourg,2019,,51.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,LV,Latvia,2019,,44.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,ME,Montenegro,2019,,34.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,MK,North Macedonia,2019,,33.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,MT,Malta,2019,,29.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,NL,Netherlands,2019,,46.8,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,NO,Norway,2019,,59.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,PL,Poland,2019,,28.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,PT,Portugal,2019,,25.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,RO,Romania,2019,,24.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,RS,Serbia,2019,,42.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,SE,Sweden,2019,,61.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,SI,Slovenia,2019,,37.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_6,From first and second stage of tertiary education (levels 5 and 6) of the parents,ED5-8,Tertiary education (levels 5-8),T,Total,SK,Slovakia,2019,,31.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_8,From first and second stage of tertiary education (levels 5 and 8) of the parents,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,AL,Albania,2019,,0.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_8,From first and second stage of tertiary education (levels 5 and 8) of the parents,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,AL,Albania,2023,,0.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_8,From first and second stage of tertiary education (levels 5 and 8) of the parents,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,AT,Austria,2019,,5.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_8,From first and second stage of tertiary education (levels 5 and 8) of the parents,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,AT,Austria,2023,,1.8,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_8,From first and second stage of tertiary education (levels 5 and 8) of the parents,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,BE,Belgium,2019,,5.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_8,From first and second stage of tertiary education (levels 5 and 8) of the parents,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,BE,Belgium,2023,,5.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_8,From first and second stage of tertiary education (levels 5 and 8) of the parents,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,BG,Bulgaria,2019,,0.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_8,From first and second stage of tertiary education (levels 5 and 8) of the parents,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,BG,Bulgaria,2023,,0.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_8,From first and second stage of tertiary education (levels 5 and 8) of the parents,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,CH,Switzerland,2019,,9.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_8,From first and second stage of tertiary education (levels 5 and 8) of the parents,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,CH,Switzerland,2023,,5.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_8,From first and second stage of tertiary education (levels 5 and 8) of the parents,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,CY,Cyprus,2019,,1.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_8,From first and second stage of tertiary education (levels 5 and 8) of the parents,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,CY,Cyprus,2023,,2.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_8,From first and second stage of tertiary education (levels 5 and 8) of the parents,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,CZ,Czechia,2019,,2.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_8,From first and second stage of tertiary education (levels 5 and 8) of the parents,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,CZ,Czechia,2023,,1.2,,u,low reliability,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_8,From first and second stage of tertiary education (levels 5 and 8) of the parents,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,DE,Germany,2019,,18.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_8,From first and second stage of tertiary education (levels 5 and 8) of the parents,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,DE,Germany,2023,,,,u,low reliability,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED5_8,From first and second stage of tertiary education (levels 5 and 8) of the parents,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Females,DK,Denmark,2019,,22.7,,,,,
